Material Typ;Material Typ;Kategorie;UUID;Name;MaterialTemplatesID;Bezugsgröße;Bezugseinheit;Dichte [kg/m3];Flächendichte [kg/m2];Längengewicht [kg/m];Umrechnungsfaktor auf 1kg;Wärmeleitfähigkeit [W/m*K];spez. Wärmekapazität [kJ/kg*K];EPD Modul;GWP;ODP;POCP;AP;EP;PENRT;PENRM;PENRE;PERT;PERM;PERE;ADPE;ADPF;costs;WDVS;weblink oekobaudat;weblink erw. Stoffeigen;weblink Kosten
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Dichtungskomponenten / -materialien;c445279d-1358-4e36-9f0d-7ecfe8abda81;EPDM-Dichtungen Aluminiumprofil, thermisch getrennt;;1;m;;;;2.325581395;;;C2;0.015516895;6.37E-14;-3.77E-05;0.000100233;2.58E-05;0.214651279;0;0.214651279;0.011980686;0;0.011980686;6.09E-10;0.213912053;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c445279d-1358-4e36-9f0d-7ecfe8abda81;0.43;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Dichtungskomponenten / -materialien;c445279d-1358-4e36-9f0d-7ecfe8abda81;EPDM-Dichtungen Aluminiumprofil, thermisch getrennt;;1;m;;;;2.325581395;;;C4;0.881485614;2.56E-12;0.000223953;0.000264412;0.000901409;0.88514603;0;0.88514603;0.052044388;0;0.052044388;1.17E-08;0.847523772;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c445279d-1358-4e36-9f0d-7ecfe8abda81;0.43;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Dichtungskomponenten / -materialien;c445279d-1358-4e36-9f0d-7ecfe8abda81;EPDM-Dichtungen Aluminiumprofil, thermisch getrennt;;1;m;;;;2.325581395;;;D;-0.049586419;-4.95E-12;-6.09E-06;-8.14E-05;-1.06E-05;-0.67676616;0;-0.67676616;-0.186431772;0;-0.186431772;-1.21E-08;-0.500437151;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c445279d-1358-4e36-9f0d-7ecfe8abda81;0.43;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Dichtungskomponenten / -materialien;66094ad5-51d6-45c4-b2e3-451220520cab;EPDM-Dichtungen für Aluminiumprofil;;1;m;;;;5.555555556;;;A1 - A3;3.094999761;9.00E-10;0.001002894;0.00943535;0.000664072;97.27128923;39.6;57.67128923;5.312815112;0;5.312815112;7.61E-07;88.89831634;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=66094ad5-51d6-45c4-b2e3-451220520cab;0.18;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Dichtungskomponenten / -materialien;66094ad5-51d6-45c4-b2e3-451220520cab;EPDM-Dichtungen für Aluminiumprofil;;1;m;;;;5.555555556;;;C2;0.015516894;6.39E-14;-3.78E-05;0.0001;2.57E-05;0.214651278;0;0.214651278;0.011980683;0;0.011980683;6.11E-10;0.213912056;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=66094ad5-51d6-45c4-b2e3-451220520cab;0.18;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Dichtungskomponenten / -materialien;66094ad5-51d6-45c4-b2e3-451220520cab;EPDM-Dichtungen für Aluminiumprofil;;1;m;;;;5.555555556;;;C4;0.881485617;2.56E-12;0.000223889;0.000264444;0.000901411;0.885146033;0;0.885146033;0.052044389;0;0.052044389;1.17E-08;0.847523772;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=66094ad5-51d6-45c4-b2e3-451220520cab;0.18;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Dichtungskomponenten / -materialien;66094ad5-51d6-45c4-b2e3-451220520cab;EPDM-Dichtungen für Aluminiumprofil;;1;m;;;;5.555555556;;;D;-0.049586417;-4.96E-12;-6.11E-06;-8.11E-05;-1.06E-05;-0.676766161;0;-0.676766161;-0.186431772;0;-0.186431772;-1.21E-08;-0.50043715;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=66094ad5-51d6-45c4-b2e3-451220520cab;0.18;
Gebäudetechnik;Gebäudetechnik;Heizung;e1875cbe-23ad-4800-b40d-ca36b9baab6a;EPDM Schaum (Rohrisolierung);;1;m3;55;;;0.018181818;;;A1 - A3;4.682522102;1.74E-10;0.000915893;0.009104295;0.000685671;105.8846622;39.5999996;66.28466259;6.278327726;0;6.278327726;1.60E-06;99.95545829;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1875cbe-23ad-4800-b40d-ca36b9baab6a;;
Gebäudetechnik;Gebäudetechnik;Heizung;e1875cbe-23ad-4800-b40d-ca36b9baab6a;EPDM Schaum (Rohrisolierung);;1;m3;55;;;0.018181818;;;C2;0.003970728;4.89E-15;-9.29E-06;2.46E-05;6.65E-06;0.05424087;0;0.05424087;0.004137269;0;0.004137269;2.05E-10;0.054058763;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1875cbe-23ad-4800-b40d-ca36b9baab6a;;
Gebäudetechnik;Gebäudetechnik;Heizung;e1875cbe-23ad-4800-b40d-ca36b9baab6a;EPDM Schaum (Rohrisolierung);;1;m3;55;;;0.018181818;;;C4;2.502051479;4.42E-12;3.27E-05;0.000606618;5.08E-05;1.178239645;0;1.178239645;0.173969857;0;0.173969857;3.64E-07;1.021856532;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1875cbe-23ad-4800-b40d-ca36b9baab6a;;
Gebäudetechnik;Gebäudetechnik;Heizung;e1875cbe-23ad-4800-b40d-ca36b9baab6a;EPDM Schaum (Rohrisolierung);;1;m3;55;;;0.018181818;;;D;-1.431739772;-7.36E-11;-0.000176987;-0.001717451;-0.000234724;-21.35940288;0;-21.35940288;-2.769225218;0;-2.769225218;-2.11E-07;-18.74124836;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1875cbe-23ad-4800-b40d-ca36b9baab6a;;
Beschichtungen;Beschichtungen;Reaktionsharze;2a810093-8e7f-46f9-91d9-cc32597eb6e7;Epoxidharzmörtel FIS EM 390 S, FIS EM 585 S, FIS EM 1500 S;;1;kg;1450;;;1;;;A1 - A3;6.09;4.42E-08;0.00191;0.00906;0.0013;121;28.8;92.2;3.18;0;3.18;1.19E-05;120;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2a810093-8e7f-46f9-91d9-cc32597eb6e7;;
Beschichtungen;Beschichtungen;Reaktionsharze;2a810093-8e7f-46f9-91d9-cc32597eb6e7;Epoxidharzmörtel FIS EM 390 S, FIS EM 585 S, FIS EM 1500 S;;1;kg;1450;;;1;;;A4;0.0251;1.35E-12;-6.85E-05;0.000159;3.95E-05;0.347;;;0.0138;;;1.15E-09;0.347;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2a810093-8e7f-46f9-91d9-cc32597eb6e7;;
Beschichtungen;Beschichtungen;Reaktionsharze;2a810093-8e7f-46f9-91d9-cc32597eb6e7;Epoxidharzmörtel FIS EM 390 S, FIS EM 585 S, FIS EM 1500 S;;1;kg;1450;;;1;;;A5;0.0908;3.84E-12;0.00722;1.25E-05;2.51E-06;0.0255;;;0.00187;;;1.64E-09;0.0255;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2a810093-8e7f-46f9-91d9-cc32597eb6e7;;
Beschichtungen;Beschichtungen;Reaktionsharze;2a810093-8e7f-46f9-91d9-cc32597eb6e7;Epoxidharzmörtel FIS EM 390 S, FIS EM 585 S, FIS EM 1500 S;;1;kg;1450;;;1;;;D;-0.157;-6.07E-11;-7.22E-05;-0.000491;-4.10E-05;-1.93;;;-0.0341;;;-6.81E-09;-1.93;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2a810093-8e7f-46f9-91d9-cc32597eb6e7;;
Beschichtungen;Beschichtungen;Reaktionsharze;13b743a3-8240-42df-8fa2-b1f24ff0f279;Epoxidharzmörtel FIS ER 390 S;;1;kg;1600;;;1;;;A1 - A3;2.66;3.46E-08;0.0012;0.00511;0.000584;68.5;22.7;45.8;2.95;0.73;2.22;1.10E-06;67.6;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=13b743a3-8240-42df-8fa2-b1f24ff0f279;;
Beschichtungen;Beschichtungen;Reaktionsharze;13b743a3-8240-42df-8fa2-b1f24ff0f279;Epoxidharzmörtel FIS ER 390 S;;1;kg;1600;;;1;;;A4;0.0251;1.35E-12;-6.85E-05;0.000159;3.95E-05;0.347;;;0.0138;;;1.15E-09;0.347;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=13b743a3-8240-42df-8fa2-b1f24ff0f279;;
Beschichtungen;Beschichtungen;Reaktionsharze;13b743a3-8240-42df-8fa2-b1f24ff0f279;Epoxidharzmörtel FIS ER 390 S;;1;kg;1600;;;1;;;A5;0.0908;3.84E-12;0.00722;1.25E-05;2.51E-06;0.0255;;;0.00187;;;1.64E-09;0.0255;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=13b743a3-8240-42df-8fa2-b1f24ff0f279;;
Beschichtungen;Beschichtungen;Reaktionsharze;13b743a3-8240-42df-8fa2-b1f24ff0f279;Epoxidharzmörtel FIS ER 390 S;;1;kg;1600;;;1;;;D;-0.157;-6.07E-11;-7.22E-05;-0.000491;-4.10E-05;-1.93;;;-0.0341;;;-6.81E-09;-1.93;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=13b743a3-8240-42df-8fa2-b1f24ff0f279;;
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;EPS-Hartschaum (grau) mit Wärmestrahlungsabsorber;da8f82f0-34ec-11e7-9cb0-54ee7579a8e4;1;m3;16.6;;;0.06;0.04;1.4;A1 - A3;2.982;1.50E-08;0.02304;0.00678;0.00063;85.2;39.4416;45.7584;1.308;0;1.308;1.13E-06;82.8;4.36746988;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/eps-daemmplatten-wlg-032
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;EPS-Hartschaum (grau) mit Wärmestrahlungsabsorber;;1;m3;16.6;;;0.06;0.04;1.4;A4;0.04914;1.03E-12;-4.02E-05;0.000135;3.10E-05;0.672;;;0.03984;;;2.26E-09;0.672;4.36746988;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/eps-daemmplatten-wlg-032
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;EPS-Hartschaum (grau) mit Wärmestrahlungsabsorber;;1;m3;16.6;;;0.06;0.04;1.4;C4;3.336;1.16E-11;2.32E-05;0.0001872;3.97E-05;0.3888;;;0.03582;;;1.90E-08;0.3372;4.36746988;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/eps-daemmplatten-wlg-032
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;EPS-Hartschaum (grau) mit Wärmestrahlungsabsorber;;1;m3;16.6;;;0.06;0.04;1.4;D;-1.722;-5.23E-10;-0.000219;-0.002388;-0.0002682;-26.28;;;-2.52;;;-1.79E-07;-22.68;4.36746988;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/eps-daemmplatten-wlg-032
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);ee10b277-07b5-4c0a-8a48-e0412a9630ff;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-035;dc2a48a6-34ec-11e7-952f-54ee7579a8e4;1;m3;25.9;;;0.039;0.035;1.4;A1 - A3;2.9406;1.60E-08;0.021138;0.006669;0.0006045;86.97;39.99996;46.97004;1.0725;0;1.0725;1.09E-06;84.63;3.675675676;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ee10b277-07b5-4c0a-8a48-e0412a9630ff;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);ee10b277-07b5-4c0a-8a48-e0412a9630ff;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-035;;1;m3;25.9;;;0.039;0.035;1.4;A4;0.034554;7.22E-13;-2.70E-05;9.24E-05;2.11E-05;0.4719;;;0.028002;;;1.59E-09;0.4719;3.675675676;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ee10b277-07b5-4c0a-8a48-e0412a9630ff;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);ee10b277-07b5-4c0a-8a48-e0412a9630ff;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-035;;1;m3;25.9;;;0.039;0.035;1.4;C4;3.3501;8.74E-12;2.42E-05;0.00020514;4.06E-05;0.429;;;0.04212;;;4.49E-08;0.36699;3.675675676;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ee10b277-07b5-4c0a-8a48-e0412a9630ff;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);ee10b277-07b5-4c0a-8a48-e0412a9630ff;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-035;;1;m3;25.9;;;0.039;0.035;1.4;D;-1.7628;-5.34E-10;-0.00022386;-0.0024453;-0.00027456;-26.91;;;-2.574;;;-1.83E-07;-23.166;3.675675676;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ee10b277-07b5-4c0a-8a48-e0412a9630ff;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);d63926ea-8473-4ea7-b965-a7bae6e5e022;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-040;0aba520e-83ff-11e6-920d-2cd444b2e704,  0aba7913-83ff-11e6-b189-2cd444b2e704, dd8c8c26-34ec-11e7-8c3d-54ee7579a8e4;1;m3;18.5;;;0.054;0.04;1.4;A1 - A3;2.9052;1.56E-08;0.02565;0.006588;0.0006048;85.86;39.5604;46.2996;1.2258;0;1.2258;1.06E-06;83.7;4.324324324;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d63926ea-8473-4ea7-b965-a7bae6e5e022;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);d63926ea-8473-4ea7-b965-a7bae6e5e022;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-040;0aba520e-83ff-11e6-920d-2cd444b2e704,  0aba7913-83ff-11e6-b189-2cd444b2e704;1;m3;18.5;;;0.054;0.04;1.4;A4;0.043686;9.13E-13;-3.52E-05;0.00011934;2.73E-05;0.5994;;;0.03537;;;2.01E-09;0.594;4.324324324;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d63926ea-8473-4ea7-b965-a7bae6e5e022;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);d63926ea-8473-4ea7-b965-a7bae6e5e022;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-040;0aba520e-83ff-11e6-920d-2cd444b2e704,  0aba7913-83ff-11e6-b189-2cd444b2e704;1;m3;18.5;;;0.054;0.04;1.4;C4;3.294;8.59E-12;2.38E-05;0.00020196;4.00E-05;0.42012;;;0.041472;;;4.41E-08;0.36072;4.324324324;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d63926ea-8473-4ea7-b965-a7bae6e5e022;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);d63926ea-8473-4ea7-b965-a7bae6e5e022;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-040;0aba520e-83ff-11e6-920d-2cd444b2e704,  0aba7913-83ff-11e6-b189-2cd444b2e704;1;m3;18.5;;;0.054;0.04;1.4;D;-1.7334;-5.26E-10;-0.00021978;-0.002403;-0.00027;-26.46;;;-2.5272;;;-1.79E-07;-22.788;4.324324324;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d63926ea-8473-4ea7-b965-a7bae6e5e022;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/estrich-daemmung-wlg-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);c5edec42-1921-46c6-a3aa-5cbd27685a74;EPS-Hartschaum (Styropor ®) für Wände und Dächer W/D-035;5b853868-855d-11e6-9874-2cd444b2e704, 0abb8a95-83ff-11e6-bab6-2cd444b2e704, de8b7242-34ec-11e7-a6c5-54ee7579a8e4;1;m3;22.7;;;0.044;0.035;1.4;A1 - A3;2.618;1.50E-08;0.019668;0.005984;0.00055;79.64;39.55248;40.08752;0.9372;0;0.9372;1.04E-06;77.88;3.039647577;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c5edec42-1921-46c6-a3aa-5cbd27685a74;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/daemmplatten-eps-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);c5edec42-1921-46c6-a3aa-5cbd27685a74;EPS-Hartschaum (Styropor ®) für Wände und Dächer W/D-035;5b853868-855d-11e6-9874-2cd444b2e704, 0abb8a95-83ff-11e6-bab6-2cd444b2e704;1;m3;22.7;;;0.044;0.035;1.4;A4;0.036652;7.66E-13;-2.90E-05;9.90E-05;2.26E-05;0.5016;;;0.0297;;;1.69E-09;0.5016;3.039647577;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c5edec42-1921-46c6-a3aa-5cbd27685a74;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/daemmplatten-eps-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);c5edec42-1921-46c6-a3aa-5cbd27685a74;EPS-Hartschaum (Styropor ®) für Wände und Dächer W/D-035;5b853868-855d-11e6-9874-2cd444b2e704, 0abb8a95-83ff-11e6-bab6-2cd444b2e704;1;m3;22.7;;;0.044;0.035;1.4;C4;3.3088;8.62E-12;2.39E-05;0.00020284;4.02E-05;0.4224;;;0.041712;;;4.44E-08;0.36256;3.039647577;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c5edec42-1921-46c6-a3aa-5cbd27685a74;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/daemmplatten-eps-035
Dämmstoffe;Dämmstoffe;Expandiertes Polystyrol (EPS);c5edec42-1921-46c6-a3aa-5cbd27685a74;EPS-Hartschaum (Styropor ®) für Wände und Dächer W/D-035;5b853868-855d-11e6-9874-2cd444b2e704, 0abb8a95-83ff-11e6-bab6-2cd444b2e704;1;m3;22.7;;;0.044;0.035;1.4;D;-1.7424;-5.28E-10;-0.00022132;-0.0024156;-0.00027104;-26.576;;;-2.5432;;;-1.80E-07;-22.924;3.039647577;True;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c5edec42-1921-46c6-a3aa-5cbd27685a74;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=9&ved=0ahUKEwiMtK2RtPfSAhVMtBQKHdt6DLEQFghEMAg&url=https%3A%2F%2Fwww.knauf.de%2Fwmv%2F%3Fid%3D3735&usg=AFQjCNGk4hJL0axDrJemE8liu59JBDO92A&sig2=CuIDtGKa6Wu_oDkFWhhn-g&cad=rja;http://www.eu-baustoffhandel.de/vollwaermeschutz-daemmplatten/daemplatten-fassadendaemmung/daemmplatten-eps-035
